datetime,open,high,low,close,volume,vwap
2026-01-15 09:30:00,0.72,2.25,0.72,1.37,4697,1.792
2026-01-15 09:35:00,1.4,1.45,1.02,1.35,4745,1.2321
2026-01-15 09:40:00,1.34,2.03,1.09,1.84,10662,1.5419
2026-01-15 09:45:00,1.89,2.25,1.35,1.46,7492,1.7018
2026-01-15 09:50:00,1.47,1.53,0.91,1.53,10146,1.1493
2026-01-15 09:55:00,1.54,1.66,1,1.01,5982,1.3731
2026-01-15 10:00:00,1,1.2,0.91,1.04,6385,1.0635
2026-01-15 10:05:00,1.04,1.08,0.76,1.05,4956,0.9279
2026-01-15 10:10:00,1.05,1.2,0.85,1.07,7500,1.0527
2026-01-15 10:15:00,1.06,1.2,0.86,0.98,5259,1.0254
2026-01-15 10:20:00,1.01,1.47,0.86,1.21,7587,1.1735
2026-01-15 10:25:00,1.22,1.22,0.71,0.84,5784,0.9065
2026-01-15 10:30:00,0.85,1.33,0.81,1.33,9233,1.0622
2026-01-15 10:35:00,1.31,1.57,1.1,1.25,8734,1.43
2026-01-15 10:40:00,1.27,1.35,0.7,0.72,5001,0.958
2026-01-15 10:45:00,0.72,0.78,0.52,0.55,9055,0.6457
2026-01-15 10:50:00,0.56,0.68,0.44,0.55,3425,0.5395
2026-01-15 10:55:00,0.55,1.01,0.45,0.98,11985,0.7517
2026-01-15 11:00:00,0.98,1.34,0.92,1.32,10429,1.108
2026-01-15 11:05:00,1.34,1.35,1.08,1.17,3863,1.2473
2026-01-15 11:10:00,1.18,1.19,0.93,1,3939,1.052
2026-01-15 11:15:00,1.01,1.3,0.92,1.27,3043,1.1407
2026-01-15 11:20:00,1.28,1.49,1.09,1.37,3391,1.3065
2026-01-15 11:25:00,1.36,1.37,0.96,1.12,2243,1.1431
2026-01-15 11:30:00,1.07,1.25,0.93,0.94,2099,1.1263
2026-01-15 11:35:00,0.95,1.2,0.84,1.16,3229,1.0015
2026-01-15 11:40:00,1.17,1.24,1.02,1.2,1458,1.1517
2026-01-15 11:45:00,1.19,1.34,1.02,1.28,2217,1.2073
2026-01-15 11:50:00,1.29,1.5,1.05,1.15,3380,1.2892
2026-01-15 11:55:00,1.14,1.32,1.02,1.26,2866,1.1358
2026-01-15 12:00:00,1.23,1.42,1.13,1.37,2125,1.3289
2026-01-15 12:05:00,1.36,1.45,1.24,1.42,1750,1.3516
2026-01-15 12:10:00,1.4,1.4,0.96,0.96,2105,1.2205
2026-01-15 12:15:00,0.98,1.03,0.77,0.96,5122,0.9097
2026-01-15 12:20:00,0.92,0.95,0.82,0.88,1734,0.8816
2026-01-15 12:25:00,0.88,0.91,0.63,0.66,3675,0.7592
2026-01-15 12:30:00,0.66,0.74,0.53,0.57,6450,0.6152
2026-01-15 12:35:00,0.57,0.63,0.5,0.58,4765,0.5612
2026-01-15 12:40:00,0.57,0.63,0.53,0.61,6290,0.5821
2026-01-15 12:45:00,0.61,0.74,0.48,0.5,8769,0.6378
2026-01-15 12:50:00,0.5,0.58,0.47,0.5,2850,0.5173
2026-01-15 12:55:00,0.49,0.55,0.37,0.4,4926,0.4335
2026-01-15 13:00:00,0.39,0.54,0.38,0.53,5796,0.4633
2026-01-15 13:05:00,0.54,0.7,0.45,0.68,6932,0.6035
2026-01-15 13:10:00,0.68,0.72,0.46,0.56,5038,0.6115
2026-01-15 13:15:00,0.55,0.56,0.45,0.52,2864,0.497
2026-01-15 13:20:00,0.53,0.69,0.53,0.62,3541,0.6157
2026-01-15 13:25:00,0.63,0.69,0.55,0.68,2893,0.6278
2026-01-15 13:30:00,0.67,0.81,0.64,0.75,7671,0.7394
2026-01-15 13:35:00,0.77,0.82,0.53,0.58,4579,0.6645
2026-01-15 13:40:00,0.59,0.65,0.54,0.58,1556,0.5834
