datetime,open,high,low,close,volume,vwap
2026-01-30 09:30:00,2.73,3.15,2.36,2.45,143,2.7344
2026-01-30 09:35:00,2.44,2.85,2.15,2.15,352,2.4353
2026-01-30 09:40:00,2.13,2.45,2.05,2.45,73,2.2744
2026-01-30 09:45:00,2.45,2.78,2.27,2.3,130,2.5679
2026-01-30 09:50:00,2.32,2.57,2.01,2.4,72,2.3875
2026-01-30 09:55:00,2.41,3.01,2.23,2.99,327,2.8217
2026-01-30 10:00:00,2.78,3,2.5,2.88,1185,2.8811
2026-01-30 10:05:00,2.95,2.95,2.17,2.28,293,2.4331
2026-01-30 10:10:00,2.19,2.35,1.88,2.1,225,2.0462
2026-01-30 10:15:00,2.08,2.08,1.84,2.06,136,2.0009
2026-01-30 10:20:00,2.07,2.3,1.9,2.3,214,2.0883
2026-01-30 10:25:00,2.34,2.97,2.29,2.88,179,2.5646
2026-01-30 10:30:00,3,3.19,2.76,2.81,664,2.9624
2026-01-30 10:35:00,2.74,2.74,2,2.04,201,2.3232
2026-01-30 10:40:00,2.03,2.03,1.8,1.8,235,1.9024
2026-01-30 10:45:00,1.91,1.91,1.66,1.81,81,1.7364
2026-01-30 10:50:00,1.85,2.39,1.83,2.21,518,2.0129
2026-01-30 10:55:00,2.23,2.49,2.23,2.32,83,2.34
2026-01-30 11:00:00,2.37,2.45,2.28,2.45,175,2.3533
2026-01-30 11:05:00,2.31,2.5,2.2,2.49,76,2.3122
2026-01-30 11:10:00,2.46,2.59,2.4,2.48,19,2.4906
2026-01-30 11:15:00,2.6,2.96,2.51,2.87,295,2.6943
2026-01-30 11:20:00,2.88,3.32,2.87,3.17,606,3.174
2026-01-30 11:25:00,3.29,3.31,2.49,2.73,311,2.8973
2026-01-30 11:30:00,2.78,2.88,2.42,2.74,421,2.7055
2026-01-30 11:35:00,2.8,2.82,2.34,2.53,271,2.5719
2026-01-30 11:40:00,2.29,2.46,2.14,2.14,62,2.2561
2026-01-30 11:45:00,2.31,2.75,2.31,2.74,349,2.5673
2026-01-30 11:50:00,2.8,3.05,2.64,2.72,181,2.8723
2026-01-30 11:55:00,2.78,3.37,2.78,3.17,222,3.1334
2026-01-30 12:00:00,3.22,3.7,3.13,3.64,947,3.4581
