datetime,open,high,low,close,volume,vwap
2026-01-09 09:30:00,1.95,1.95,1.23,1.49,4123,1.5114
2026-01-09 09:35:00,1.46,2.93,1.41,2.45,9401,2.1646
2026-01-09 09:40:00,2.45,2.75,2.17,2.43,3405,2.459
2026-01-09 09:45:00,2.42,2.6,1.63,1.9,5885,2.1241
2026-01-09 09:50:00,1.89,2.44,1.66,2.2,7565,2.0302
2026-01-09 09:55:00,2.16,2.22,1.73,2.13,4591,2.0224
2026-01-09 10:00:00,2.13,2.35,1.23,1.27,8098,1.9084
2026-01-09 10:05:00,1.29,1.32,0.7,0.84,8516,1.0139
2026-01-09 10:10:00,0.82,1.67,0.81,1.61,9061,1.2523
2026-01-09 10:15:00,1.62,1.88,1.46,1.85,6943,1.696
2026-01-09 10:20:00,1.85,2.54,1.64,2.32,4510,2.0961
2026-01-09 10:25:00,2.29,3.36,2.27,3.23,2207,2.8253
2026-01-09 10:30:00,3.26,3.71,2.79,3.36,983,3.3194
2026-01-09 10:35:00,3.43,3.5,2.93,2.97,891,3.1589
2026-01-09 10:40:00,2.95,3.05,1.92,1.92,739,2.2801
2026-01-09 10:45:00,1.91,2.18,1.67,1.77,2701,1.9108
2026-01-09 10:50:00,1.75,2.31,1.75,1.81,1753,2.0101
2026-01-09 10:55:00,1.78,2.36,1.65,2.33,1468,1.9546
2026-01-09 11:00:00,2.36,3.11,2.36,2.84,1816,2.7463
2026-01-09 11:05:00,2.9,3.79,2.78,3.72,601,3.2086
2026-01-09 11:10:00,3.73,4.1,3.32,3.83,1107,3.7583
2026-01-09 11:15:00,3.93,3.93,3.59,3.77,123,3.6959
2026-01-09 11:20:00,3.76,3.82,3.5,3.65,174,3.6254
2026-01-09 11:25:00,3.62,3.62,3.23,3.24,66,3.3832
2026-01-09 11:30:00,3.2,3.48,2.95,2.97,300,3.1327
2026-01-09 11:35:00,3,3.26,2.92,3.17,64,3.1275
2026-01-09 11:40:00,3.01,3.4,3.01,3.26,64,3.2115
2026-01-09 11:45:00,3.31,3.93,3.31,3.9,400,3.4934
2026-01-09 11:50:00,4,4.31,3.97,4.3,177,4.2252
2026-01-09 11:55:00,4.32,4.41,4.07,4.23,207,4.3074
2026-01-09 12:00:00,4.37,4.57,3.97,4.54,41,4.2985
2026-01-09 12:05:00,4.52,4.55,4.32,4.45,26,4.4411
2026-01-09 12:10:00,4.17,4.31,4.08,4.29,40,4.1608
2026-01-09 12:15:00,4.08,4.16,3.7,3.7,103,3.9792
2026-01-09 12:20:00,3.72,4.29,3.72,4.29,55,3.8175
2026-01-09 12:25:00,4.26,4.42,4.26,4.3,21,4.3548
2026-01-09 12:30:00,4.23,4.46,4.19,4.45,85,4.4001
2026-01-09 12:35:00,4.4,4.4,4.27,4.38,63,4.3678
2026-01-09 12:40:00,4.21,4.31,4.09,4.1,103,4.2347
2026-01-09 12:45:00,4.14,4.58,4.14,4.5,33,4.47
2026-01-09 12:50:00,4.55,4.68,4.37,4.45,43,4.5244
2026-01-09 12:55:00,4.6,4.75,4.6,4.7,10,4.7
2026-01-09 13:00:00,4.38,4.41,4.16,4.2,15,4.2714
2026-01-09 13:05:00,4.33,4.41,3.82,3.82,51,3.9206
2026-01-09 13:10:00,3.89,3.9,3.74,3.8,16,3.8125
2026-01-09 13:15:00,3.78,3.9,3.72,3.72,11,3.8291
2026-01-09 13:20:00,3.78,3.8,3.7,3.73,19,3.7405
2026-01-09 13:25:00,3.7,4.12,3.57,4.12,81,3.7268
2026-01-09 13:30:00,4.16,4.55,4.15,4.55,22,4.2432
2026-01-09 13:35:00,4.62,5.15,4.62,5.06,224,4.9529
2026-01-09 13:40:00,5.21,5.32,5,5.03,86,5.2308
2026-01-09 13:45:00,4.95,5.15,4.95,5.15,11,5.0482
2026-01-09 13:50:00,5.2,5.21,5.1,5.21,25,5.1408
2026-01-09 13:55:00,5.24,5.48,5.24,5.36,17,5.3947
2026-01-09 14:00:00,5.3,5.35,5.22,5.28,16,5.2775
2026-01-09 14:05:00,5.28,5.28,5.05,5.05,12,5.195
2026-01-09 14:10:00,5.18,5.18,5.18,5.18,1,5.18
2026-01-09 14:15:00,5.28,5.43,5.28,5.43,2,5.355
2026-01-09 14:20:00,5.38,5.38,5.31,5.34,8,5.3462
2026-01-09 14:25:00,5.29,5.33,5.28,5.28,10,5.312
2026-01-09 14:30:00,5.28,5.28,5.2,5.2,5,5.264
2026-01-09 14:35:00,5.21,5.3,5.21,5.3,7,5.2457
2026-01-09 14:40:00,5.33,5.33,5.25,5.25,2,5.29
2026-01-09 14:45:00,5.25,5.51,5.25,5.47,4,5.42
2026-01-09 14:50:00,5.55,5.55,5.52,5.52,4,5.5375
2026-01-09 14:55:00,5.2,5.29,5.19,5.19,13,5.2062
2026-01-09 15:00:00,5.09,5.53,5.09,5.4,17,5.4206
2026-01-09 15:05:00,5.4,5.65,5.4,5.56,54,5.4298
2026-01-09 15:10:00,5.57,5.57,5.47,5.47,26,5.5488
2026-01-09 15:15:00,5.4,5.55,5.4,5.55,18,5.4567
2026-01-09 15:20:00,5.69,5.83,5.69,5.69,11,5.7864
2026-01-09 15:25:00,5.75,5.84,5.49,5.49,245,5.6478
2026-01-09 15:30:00,5.53,5.55,5.43,5.55,41,5.5105
2026-01-09 15:35:00,5.51,5.51,5.38,5.48,95,5.4318
2026-01-09 15:40:00,5.37,5.47,5.23,5.37,75,5.3025
2026-01-09 15:45:00,5.31,5.41,5.22,5.34,125,5.3473
2026-01-09 15:50:00,5.24,5.24,4.96,5.06,44,5.1157
2026-01-09 15:55:00,5,5.14,4.65,4.65,97,5.0058
2026-01-09 16:00:00,4.68,4.76,4.56,4.72,204,4.6887
2026-01-09 16:05:00,4.7,4.71,4.69,4.71,14,4.705
2026-01-09 16:10:00,4.81,4.81,4.68,4.68,6,4.745
