datetime,open,high,low,close,volume,vwap
2026-01-13 09:30:00,0.81,0.95,0.5,0.5,6883,0.7216
2026-01-13 09:35:00,0.5,0.6,0.39,0.39,3846,0.515
2026-01-13 09:40:00,0.39,0.69,0.29,0.51,6414,0.475
2026-01-13 09:45:00,0.51,0.72,0.46,0.58,4065,0.5916
2026-01-13 09:50:00,0.57,0.79,0.46,0.66,4793,0.6314
2026-01-13 09:55:00,0.66,0.69,0.49,0.69,2094,0.5991
2026-01-13 10:00:00,0.7,1.2,0.54,0.79,8920,0.9308
2026-01-13 10:05:00,0.8,1,0.6,0.96,5458,0.8086
2026-01-13 10:10:00,0.96,1.04,0.81,0.9,4103,0.9393
2026-01-13 10:15:00,0.89,1.4,0.89,1.14,10064,1.1675
2026-01-13 10:20:00,1.15,1.87,1.13,1.74,9387,1.5177
2026-01-13 10:25:00,1.74,2.09,1.58,1.61,5999,1.8206
2026-01-13 10:30:00,1.62,1.83,1.3,1.57,3857,1.618
2026-01-13 10:35:00,1.57,1.72,1.05,1.59,4758,1.4631
2026-01-13 10:40:00,1.59,1.85,1.48,1.63,2525,1.6634
2026-01-13 10:45:00,1.63,1.92,1.35,1.85,3591,1.6576
2026-01-13 10:50:00,1.88,1.9,0.89,0.9,3034,1.2696
2026-01-13 10:55:00,0.91,1,0.71,0.8,3839,0.8284
2026-01-13 11:00:00,0.77,0.86,0.69,0.84,3452,0.7875
2026-01-13 11:05:00,0.83,0.91,0.65,0.7,2274,0.7713
2026-01-13 11:10:00,0.7,0.76,0.59,0.66,1378,0.6571
2026-01-13 11:15:00,0.66,0.66,0.49,0.56,3132,0.555
2026-01-13 11:20:00,0.55,0.63,0.5,0.57,1812,0.5715
2026-01-13 11:25:00,0.58,1.25,0.58,0.63,5424,0.8134
2026-01-13 11:30:00,0.64,0.73,0.34,0.34,3784,0.478
2026-01-13 11:35:00,0.34,0.37,0.3,0.3,1318,0.3336
2026-01-13 11:40:00,0.31,0.33,0.2,0.23,1732,0.2518
2026-01-13 11:45:00,0.23,0.24,0.16,0.17,2480,0.1886
2026-01-13 11:50:00,0.17,0.17,0.13,0.14,1641,0.1509
2026-01-13 11:55:00,0.13,0.14,0.12,0.13,566,0.1287
2026-01-13 12:00:00,0.14,0.15,0.12,0.12,910,0.142
2026-01-13 12:05:00,0.12,0.14,0.11,0.14,254,0.1278
2026-01-13 12:10:00,0.13,0.15,0.13,0.14,435,0.1425
2026-01-13 12:15:00,0.15,0.35,0.14,0.25,2957,0.2787
2026-01-13 12:20:00,0.25,0.28,0.16,0.16,708,0.2057
2026-01-13 12:25:00,0.17,0.28,0.17,0.2,736,0.2272
2026-01-13 12:30:00,0.2,0.48,0.16,0.2,1682,0.2734
2026-01-13 12:35:00,0.2,0.28,0.18,0.27,880,0.244
2026-01-13 12:40:00,0.27,0.44,0.26,0.41,1388,0.3605
2026-01-13 12:45:00,0.4,0.46,0.27,0.27,1712,0.3844
