datetime,open,high,low,close,volume,vwap
2026-02-03 04:00:00,629.34,629.87,629.15,629.66,15693,629.5882
2026-02-03 04:05:00,629.97,630.1,629.83,629.89,10199,629.9752
2026-02-03 04:10:00,629.6,629.6,629.34,629.36,7377,629.4761
2026-02-03 04:15:00,629.33,629.58,629.33,629.55,5259,629.467
2026-02-03 04:20:00,629.46,629.59,629.19,629.22,11652,629.4606
2026-02-03 04:25:00,629.06,629.18,628.94,629.04,13173,629.0669
2026-02-03 04:30:00,629.11,629.42,628.99,629.31,7086,629.2142
2026-02-03 04:35:00,629.26,629.26,628.92,629.05,4076,629.086
2026-02-03 04:40:00,629.06,629.31,629.03,629.16,5785,629.1562
2026-02-03 04:45:00,629.17,629.27,629.06,629.27,5543,629.1735
2026-02-03 04:50:00,629.28,629.37,629.16,629.16,5363,629.3229
2026-02-03 04:55:00,629.12,629.18,628.97,629.14,11816,629.0441
2026-02-03 05:00:00,629.22,629.48,629.14,629.43,6592,629.303
2026-02-03 05:05:00,629.46,629.64,629.46,629.55,4560,629.5434
2026-02-03 05:10:00,629.55,629.67,629.43,629.44,4892,629.5315
2026-02-03 05:15:00,629.44,629.57,629.2,629.29,5612,629.4133
2026-02-03 05:20:00,629.33,629.33,629.2,629.3,1637,629.2524
2026-02-03 05:25:00,629.15,629.31,629.15,629.23,3162,629.2232
2026-02-03 05:30:00,629.22,629.22,628.94,628.94,9991,629.0867
2026-02-03 05:35:00,628.99,629,628.78,628.9,4737,628.8802
2026-02-03 05:40:00,628.75,628.87,628.62,628.76,9348,628.7169
2026-02-03 05:45:00,628.63,628.88,628.63,628.88,8841,628.7037
2026-02-03 05:50:00,628.81,629,628.65,629,19029,628.784
2026-02-03 05:55:00,629,629,628.9,628.95,661,628.9332
2026-02-03 06:00:00,628.77,628.95,628.6,628.65,3712,628.7584
2026-02-03 06:05:00,628.67,628.79,628.53,628.56,5075,628.6864
2026-02-03 06:10:00,628.52,628.9,628.46,628.82,6141,628.6187
2026-02-03 06:15:00,628.81,628.89,628.71,628.79,5171,628.7737
2026-02-03 06:20:00,628.81,629.02,628.79,628.79,3105,628.9511
2026-02-03 06:25:00,628.77,628.85,628.52,628.63,5032,628.6564
2026-02-03 06:30:00,628.62,628.68,628.35,628.52,10871,628.5021
2026-02-03 06:35:00,628.57,628.58,628.39,628.45,11968,628.4815
2026-02-03 06:40:00,628.48,628.82,628.48,628.77,9175,628.7039
2026-02-03 06:45:00,628.81,629.04,628.74,628.77,3750,628.878
2026-02-03 06:50:00,628.57,628.75,628.55,628.75,5473,628.633
2026-02-03 06:55:00,628.85,628.94,628.6,628.62,12080,628.7743
2026-02-03 07:00:00,628.62,628.84,628.07,628.33,12370,628.437
2026-02-03 07:05:00,628.4,628.91,628.32,628.85,7893,628.6409
2026-02-03 07:10:00,628.839,629.16,628.83,629.16,17557,629.0061
2026-02-03 07:15:00,629.16,629.3,628.94,629.3,9805,629.0497
2026-02-03 07:20:00,629.27,629.35,629.04,629.15,16877,629.2069
2026-02-03 07:25:00,629.2,629.59,629.19,629.55,14248,629.4334
2026-02-03 07:30:00,629.57,629.76,629.46,629.6,17722,629.6239
2026-02-03 07:35:00,629.62,629.75,629.53,629.58,22149,629.6421
2026-02-03 07:40:00,629.62,629.68,629.48,629.51,14411,629.5742
2026-02-03 07:45:00,629.53,629.72,629.52,629.66,6921,629.6165
2026-02-03 07:50:00,629.621,629.74,629.42,629.45,4393,629.5424
2026-02-03 07:55:00,629.4,629.53,629.37,629.4,15521,629.4591
2026-02-03 08:00:00,628.6784,630.53,628.11,629.365,150837,629.5159
2026-02-03 08:05:00,629.46,630,629.39,629.78,21332,629.6712
2026-02-03 08:10:00,629.78,629.92,629.6,629.6,15035,629.8079
2026-02-03 08:15:00,629.64,629.83,629.6,629.76,21037,629.72
2026-02-03 08:20:00,629.75,629.75,629.29,629.32,23480,629.4274
2026-02-03 08:25:00,629.32,629.7238,629.31,629.65,20053,629.5441
2026-02-03 08:30:00,629.65,629.83,629.44,629.67,26233,629.6144
2026-02-03 08:35:00,629.72,629.72,629.34,629.48,7256,629.4617
2026-02-03 08:40:00,629.5,629.5384,629.2,629.2821,21002,629.3141
2026-02-03 08:45:00,629.25,629.44,629.23,629.39,30382,629.3395
2026-02-03 08:50:00,629.37,629.37,629.08,629.17,36769,629.1682
2026-02-03 08:55:00,629.17,629.28,628.95,629.06,37339,629.1016
2026-02-03 09:00:00,629.05,629.28,628.89,629.13,20993,629.1114
2026-02-03 09:05:00,629.09,629.1,628.78,628.86,23400,628.9373
2026-02-03 09:10:00,628.85,628.92,628.76,628.84,25812,628.8411
2026-02-03 09:15:00,628.8,628.81,628.4,628.48,55702,628.5355
2026-02-03 09:20:00,628.48,628.71,628.42,628.5,30830,628.6252
2026-02-03 09:25:00,628.5,628.69,628.12,628.25,36047,628.3533
2026-02-03 09:30:00,628.3,628.7,625.96,626.84,2217733.0,627.3789
2026-02-03 09:35:00,626.86,627.26,625.28,625.51,1331536.0,626.2014
2026-02-03 09:40:00,625.51,629.98,623.19,623.8899,1788424.0,624.6008
2026-02-03 09:45:00,623.87,625.3,623.61,625.0006,1316934.0,624.6471
2026-02-03 09:50:00,624.98,624.99,623.08,623.09,1134720.0,624.3064
2026-02-03 09:55:00,623.07,623.26,620.7415,620.96,1913453.0,621.9181
2026-02-03 10:00:00,620.98,621.3,619.35,620.43,2075780.0,620.3629
2026-02-03 10:05:00,620.42,621.06,618.94,620.29,1603630.0,619.8009
2026-02-03 10:10:00,620.3,620.45,618.51,619.08,1594943.0,619.4497
2026-02-03 10:15:00,619.07,620.04,618.82,619.6,1279281.0,619.412
2026-02-03 10:20:00,619.59,620.32,617.24,617.28,1967391.0,619.025
2026-02-03 10:25:00,617.26,619.43,617.08,618.92,1245832.0,618.621
2026-02-03 10:30:00,618.9,619.31,617.77,617.81,1218134.0,618.5475
2026-02-03 10:35:00,617.8,618.96,617.35,618.93,946944,618.1297
2026-02-03 10:40:00,618.92,619.25,618.359,618.36,811652,618.7669
2026-02-03 10:45:00,618.35,620.05,617.74,620.03,1357192.0,619.3426
2026-02-03 10:50:00,619.99,620.65,618.97,619.97,1132893.0,619.8953
2026-02-03 10:55:00,619.9597,620.95,619.94,620.6,833008,620.5392
2026-02-03 11:00:00,620.63,620.66,619.42,619.4701,769820,620.1039
2026-02-03 11:05:00,619.51,619.88,618.98,619.08,645887,619.4317
2026-02-03 11:10:00,619.07,619.91,618.61,619.04,785693,619.1857
2026-02-03 11:15:00,619.04,619.56,618.78,618.9865,561747,619.0905
2026-02-03 11:20:00,618.97,619.1841,617.61,617.88,1059345.0,618.1524
2026-02-03 11:25:00,617.87,618.68,617.6301,617.68,582675,618.1365
2026-02-03 11:30:00,617.7,618.21,617.25,618.1348,770285,617.7676
2026-02-03 11:35:00,618.14,618.6,617.61,618.01,599793,618.1143
2026-02-03 11:40:00,618,618.41,617.74,617.89,499142,618.0286
2026-02-03 11:45:00,617.86,618.41,617.45,618.065,579136,617.9651
2026-02-03 11:50:00,618.07,618.14,617.02,617.86,749369,617.5981
2026-02-03 11:55:00,617.86,618.29,617.47,617.56,570784,617.9335
2026-02-03 12:00:00,617.57,617.7,617.25,617.53,651382,617.4508
2026-02-03 12:05:00,617.54,617.69,617.01,617.63,726711,617.3441
2026-02-03 12:10:00,617.61,617.82,615.37,615.83,1632239.0,616.3057
2026-02-03 12:15:00,615.81,616.68,615.64,615.92,933831,616.1006
2026-02-03 12:20:00,615.93,616.76,615.54,616.59,638440,616.1895
2026-02-03 12:25:00,616.59,616.95,615.71,615.72,532229,616.3881
2026-02-03 12:30:00,615.68,615.87,614.82,614.84,934216,615.3576
2026-02-03 12:35:00,614.84,615.13,614.445,614.73,687053,614.7345
2026-02-03 12:40:00,614.72,614.72,614.01,614.32,715177,614.2918
2026-02-03 12:45:00,614.31,615.42,614.22,615.1,705848,614.8891
2026-02-03 12:50:00,615.14,616,614.725,615.3,620017,615.3442
2026-02-03 12:55:00,615.31,615.53,614.92,615.03,687030,615.3124
2026-02-03 13:00:00,614.99,615.41,614.59,614.65,689962,614.8363
2026-02-03 13:05:00,614.65,615.91,614.51,615.29,1008075.0,615.2656
2026-02-03 13:10:00,615.285,615.285,613.57,613.73,793188,614.3688
2026-02-03 13:15:00,613.72,614.55,613.72,614.53,565942,614.1307
2026-02-03 13:20:00,614.5,614.52,613.79,613.83,491725,616.6931
2026-02-03 13:25:00,613.83,613.87,613.26,613.71,645511,613.5408
2026-02-03 13:30:00,613.67,613.68,612.83,613.16,643826,613.1852
2026-02-03 13:35:00,613.176,613.47,612.7,613.42,533362,613.0662
2026-02-03 13:40:00,613.41,613.41,612.52,612.6968,490246,612.8803
2026-02-03 13:45:00,612.68,612.82,612.26,612.6,467774,612.5333
2026-02-03 13:50:00,612.57,612.57,612.07,612.1376,752490,614.4025
2026-02-03 13:55:00,612.14,612.6699,611.61,611.61,836597,612.2677
2026-02-03 14:00:00,611.6,611.93,611.0788,611.27,760524,611.4364
2026-02-03 14:05:00,611.24,611.63,610.96,611.23,704595,611.2002
2026-02-03 14:10:00,611.21,613.55,611.14,613.48,1388448.0,613.5104
2026-02-03 14:15:00,613.49,614.06,613.16,613.81,1244216.0,613.5772
2026-02-03 14:20:00,613.81,614.36,613.4,613.495,836417,614.0073
2026-02-03 14:25:00,613.5,613.66,612.4,612.84,964358,612.9782
2026-02-03 14:30:00,612.79,613.51,612.13,612.25,741874,612.6536
2026-02-03 14:35:00,612.21,613.04,612.13,612.58,457610,612.5828
2026-02-03 14:40:00,612.56,612.92,612.03,612.198,496592,612.4918
2026-02-03 14:45:00,612.21,612.32,611.64,611.74,446584,611.9182
2026-02-03 14:50:00,611.7,612.49,611.35,612.37,812005,611.8743
2026-02-03 14:55:00,612.41,613.65,612.31,613.35,647528,612.9882
2026-02-03 15:00:00,613.33,613.6,612.55,612.66,799544,614.7393
2026-02-03 15:05:00,612.64,613.14,612.45,612.71,485887,612.8167
2026-02-03 15:10:00,612.715,613.2,612.21,613.17,513514,612.6919
2026-02-03 15:15:00,613.15,613.83,612.55,613.36,762901,615.0108
2026-02-03 15:20:00,613.33,613.605,612.75,613.6,711950,613.0899
2026-02-03 15:25:00,613.6,613.9899,613.57,613.685,769236,613.7483
2026-02-03 15:30:00,613.69,615.33,613.66,615.26,879432,614.5535
2026-02-03 15:35:00,615.28,615.89,615.07,615.79,705233,615.4157
2026-02-03 15:40:00,615.795,615.82,614.7,615.15,719485,615.1807
2026-02-03 15:45:00,615.17,615.71,615,615.585,779220,615.3689
2026-02-03 15:50:00,615.59,616.13,615.27,615.94,1394859.0,615.6807
2026-02-03 15:55:00,615.94,616.77,615.76,616.45,4404591.0,617.136
2026-02-03 16:00:00,616.48,617.04,616.26,617,253570,616.7494
2026-02-03 16:05:00,616.9902,617.09,616.24,616.569,257253,616.5474
2026-02-03 16:10:00,616.53,616.69,616.33,616.49,2635082.0,616.4412
2026-02-03 16:15:00,616.56,617.23,614.9,615.28,329631,615.968
2026-02-03 16:20:00,615.32,615.9701,615.04,615.69,221184,615.4623
2026-02-03 16:25:00,615.73,616,615.6,615.93,59238,615.8104
2026-02-03 16:30:00,615.96,615.98,615.45,615.51,51062,615.6089
2026-02-03 16:35:00,615.52,615.7,615.35,615.41,22908,615.4845
2026-02-03 16:40:00,615.44,615.8,615.42,615.69,62969,615.6144
2026-02-03 16:45:00,615.68,615.78,615.4,615.42,38868,615.6303
