datetime,open,high,low,close,volume,vwap
2026-02-06 04:00:00,596,596.5,594.6,595.7,30982,595.8159
2026-02-06 04:05:00,595.67,596.97,595.43,596.88,49677,596.4116
2026-02-06 04:10:00,596.9,597.75,596.75,597.75,48825,597.1853
2026-02-06 04:15:00,597.56,598.13,597.2,597.77,33220,597.8031
2026-02-06 04:20:00,597.7,598.85,597.62,598.76,51097,598.1377
2026-02-06 04:25:00,598.76,599.46,598.61,599.38,24947,599.0601
2026-02-06 04:30:00,599.37,600.69,599.31,600.67,40349,599.922
2026-02-06 04:35:00,600.5,600.82,600.13,600.59,33717,600.4922
2026-02-06 04:40:00,600.74,600.79,600.07,600.59,34318,600.4242
2026-02-06 04:45:00,600.66,600.66,599.71,599.91,34590,600.083
2026-02-06 04:50:00,600.07,600.5,600.02,600.44,25589,600.2063
2026-02-06 04:55:00,600.38,600.39,599.84,600.06,24701,600.1048
2026-02-06 05:00:00,600.04,600.05,599.35,599.37,19817,599.6156
2026-02-06 05:05:00,599.35,599.79,599.18,599.79,28730,599.397
2026-02-06 05:10:00,599.77,599.8,599.4,599.69,25245,599.6547
2026-02-06 05:15:00,599.66,599.78,599.4,599.52,17069,599.5732
2026-02-06 05:20:00,599.65,600.07,599.44,599.49,25526,599.8402
2026-02-06 05:25:00,599.55,599.72,599.25,599.25,9372,599.4901
2026-02-06 05:30:00,599.3,599.56,599.12,599.56,6491,599.3179
2026-02-06 05:35:00,599.57,599.88,599.55,599.81,6979,599.7607
2026-02-06 05:40:00,599.9,600.37,599.9,600.05,16391,600.208
2026-02-06 05:45:00,600,600.42,599.75,600.39,22009,600.1937
2026-02-06 05:50:00,600.44,600.69,600.33,600.61,18047,600.527
2026-02-06 05:55:00,600.66,601.16,600.66,601.1,27684,600.8628
2026-02-06 06:00:00,601.07,601.95,601.06,601.47,27926,601.6744
2026-02-06 06:05:00,601.6,601.84,601.17,601.36,24268,601.4155
2026-02-06 06:10:00,601.5,601.91,601.38,601.81,30215,601.6366
2026-02-06 06:15:00,601.84,601.84,601.52,601.75,34546,601.6606
2026-02-06 06:20:00,601.73,601.98,601.57,601.57,14024,601.7906
2026-02-06 06:25:00,601.59,601.7,601.27,601.48,13095,601.4923
2026-02-06 06:30:00,601.38,602.1,601.38,601.8,68436,601.8326
2026-02-06 06:35:00,601.76,602.72,601.65,602.25,95450,602.2614
2026-02-06 06:40:00,602.2,602.56,602.15,602.18,27040,602.3539
2026-02-06 06:45:00,602.21,602.39,602.04,602.13,26255,602.1843
2026-02-06 06:50:00,602.15,602.6,601.85,602.33,27804,602.0926
2026-02-06 06:55:00,602.3,602.92,602.29,602.52,43382,602.7097
2026-02-06 07:00:00,602.49,602.6,602,602.2,63852,602.2361
2026-02-06 07:05:00,602.21,602.6,601.88,601.9,77130,602.1743
2026-02-06 07:10:00,601.92,601.94,601.15,601.23,58473,601.6132
2026-02-06 07:15:00,601.14,601.68,600.86,601.27,35986,601.242
2026-02-06 07:20:00,601.3,601.51,601.04,601.3,17215,601.285
2026-02-06 07:25:00,601.17,601.24,600.9,601.07,19526,601.0851
2026-02-06 07:30:00,601.04,601.67,600.8,600.8,33006,601.2243
2026-02-06 07:35:00,600.67,601.02,600.53,600.71,19452,600.747
2026-02-06 07:40:00,600.6,601.4,600.58,600.97,41265,601.1372
2026-02-06 07:45:00,601,601.31,600.94,601.12,24057,601.1012
2026-02-06 07:50:00,601.08,601.11,600.19,600.2,42853,600.5465
2026-02-06 07:55:00,600.3,600.96,600.25,600.68,61581,600.6706
2026-02-06 08:00:00,602.52,602.8,592.3,600.39,445444,598.714
2026-02-06 08:05:00,600.42,600.64,592.48,600.29,56704,599.5182
2026-02-06 08:10:00,600.35,601.26,600.12,601.17,40220,600.8029
2026-02-06 08:15:00,601.12,601.65,600.71,601.62,66573,601.1666
2026-02-06 08:20:00,601.68,602.21,601.5,602.13,76234,601.9145
2026-02-06 08:25:00,602.2,602.2899,601.51,601.61,34550,601.7981
2026-02-06 08:30:00,601.57,602.4,601.5626,601.8,54604,602.0059
2026-02-06 08:35:00,601.74,602.11,600.61,601.62,112828,601.5187
2026-02-06 08:40:00,601.62,601.94,601.2,601.4,57953,601.5951
2026-02-06 08:45:00,601.37,601.63,601.24,601.55,51822,601.4141
2026-02-06 08:50:00,601.57,601.63,600.59,600.93,76363,601.0802
2026-02-06 08:55:00,600.91,601.28,600.77,601.13,40612,601.0438
2026-02-06 09:00:00,601.16,601.2,600.6,600.95,57451,600.8976
2026-02-06 09:05:00,600.97,601.57,600.75,601.26,63931,601.1643
2026-02-06 09:10:00,601.28,601.29,600.76,601,32312,601.1065
2026-02-06 09:15:00,601.09,601.31,600.78,601.31,57870,600.9843
2026-02-06 09:20:00,601.36,601.39,600.89,601.03,44180,601.117
2026-02-06 09:25:00,600.99,601.04,599.55,600.21,194024,600.346
2026-02-06 09:30:00,600.19,603.24,598.77,602.535,3350856.0,600.7515
2026-02-06 09:35:00,602.54,604.11,601.62,603.87,1965581.0,602.9266
