datetime,open,high,low,close,volume,vwap
2026-01-14 04:00:00,625.1,625.36,625.05,625.23,7748,625.2145
2026-01-14 04:05:00,625.24,625.41,625.23,625.4,4307,625.3427
2026-01-14 04:10:00,625.48,625.61,625.36,625.5,11190,625.4592
2026-01-14 04:15:00,625.53,625.58,625.43,625.52,4800,625.509
2026-01-14 04:20:00,625.5,625.6,625.45,625.46,4030,625.5388
2026-01-14 04:25:00,625.43,625.51,625.2,625.27,6855,625.3252
2026-01-14 04:30:00,625.3,625.37,625.2,625.27,3152,625.3018
2026-01-14 04:35:00,625.29,625.36,625.11,625.29,5811,625.2489
2026-01-14 04:40:00,625.18,625.18,624.9,624.92,5945,625.0418
2026-01-14 04:45:00,625.04,625.06,624.88,624.91,5587,624.9756
2026-01-14 04:50:00,624.92,624.95,624.6,624.95,12531,624.8313
2026-01-14 04:55:00,624.95,625.07,624.91,624.93,3771,624.9975
2026-01-14 05:00:00,624.95,624.96,624.72,624.74,8098,624.7812
2026-01-14 05:05:00,624.75,624.86,624.71,624.86,1758,624.7899
2026-01-14 05:10:00,624.89,624.89,624.44,624.55,10093,624.5453
2026-01-14 05:15:00,624.5,624.5,624.06,624.06,6867,624.3092
2026-01-14 05:20:00,624.05,624.05,622.9,623.1,39427,623.3598
2026-01-14 05:25:00,623.04,623.15,622.7,623.01,13451,622.9705
2026-01-14 05:30:00,622.9,623.08,622.22,622.41,22966,622.704
2026-01-14 05:35:00,622.38,622.87,622.26,622.79,26176,622.5261
2026-01-14 05:40:00,622.83,622.91,622.52,622.52,23576,622.6364
2026-01-14 05:45:00,622.5,622.55,622.01,622.03,21596,622.3104
2026-01-14 05:50:00,622.01,622.22,621.6,621.89,72918,621.8263
2026-01-14 05:55:00,622,622.37,621.99,622.21,16735,622.2164
2026-01-14 06:00:00,622.3,622.3,621.77,621.87,17232,621.8798
2026-01-14 06:05:00,621.9,622.11,621.63,622.08,17170,621.8274
2026-01-14 06:10:00,621.85,622.26,621.72,622.21,18135,622.1166
2026-01-14 06:15:00,622.22,622.31,622.16,622.27,11462,622.2286
2026-01-14 06:20:00,622.3,622.67,622.3,622.67,7913,622.4826
2026-01-14 06:25:00,622.68,622.86,622.68,622.71,14954,622.7799
2026-01-14 06:30:00,622.78,622.88,622.6,622.64,6245,622.724
2026-01-14 06:35:00,622.61,622.69,622.5,622.55,6577,622.5841
2026-01-14 06:40:00,622.61,622.62,622.33,622.4,7635,622.4651
2026-01-14 06:45:00,622.37,622.67,622.35,622.66,8011,622.5662
2026-01-14 06:50:00,622.6,622.6,622.4,622.51,10036,622.4887
2026-01-14 06:55:00,622.48,622.68,622.23,622.35,8041,622.4316
2026-01-14 07:00:00,622.32,622.49,621.36,621.73,57024,621.8733
2026-01-14 07:05:00,621.95,622.36,621.8,622.2,16884,622.1501
2026-01-14 07:10:00,622.18,622.52,622.15,622.52,5989,622.2678
2026-01-14 07:15:00,622.52,622.69,622.5,622.69,6518,622.5745
2026-01-14 07:20:00,622.68,623.25,622.68,623.18,25719,623.0327
2026-01-14 07:25:00,623.1,623.17,623,623.05,8376,623.082
2026-01-14 07:30:00,623.08,623.3,623,623.26,16849,623.201
2026-01-14 07:35:00,623.26,623.33,623.13,623.19,12267,623.2442
2026-01-14 07:40:00,623.14,623.27,623.07,623.19,12343,623.1849
2026-01-14 07:45:00,623.16,623.21,623,623.099,16096,623.1003
2026-01-14 07:50:00,623,623.17,623,623.13,6691,623.0729
2026-01-14 07:55:00,623.16,623.25,623.14,623.2,14262,623.1981
2026-01-14 08:00:00,622.17,625.71,621.39,622.84,162343,623.5945
2026-01-14 08:05:00,622.82,625.771,622.73,623.14,19473,622.886
2026-01-14 08:10:00,623.11,623.24,622.9,622.9,15169,623.1188
2026-01-14 08:15:00,622.88,623.35,622.81,623.08,32274,623.0778
2026-01-14 08:20:00,623.1,623.51,622.58,623.45,78197,623.0684
2026-01-14 08:25:00,623.43,623.61,623.27,623.52,13622,623.3978
2026-01-14 08:30:00,623.67,623.86,622.62,622.91,60684,623.0086
2026-01-14 08:35:00,622.84,623.01,622.6762,622.87,39972,622.8375
2026-01-14 08:40:00,622.87,623.01,622.41,622.41,36039,622.7394
2026-01-14 08:45:00,622.41,622.55,622.1,622.34,70862,622.3527
2026-01-14 08:50:00,622.37,622.72,622.34,622.7,23180,622.5602
2026-01-14 08:55:00,622.74,622.75,622.4106,622.58,84905,622.6143
2026-01-14 09:00:00,622.59,622.97,622.59,622.84,36449,622.7941
2026-01-14 09:05:00,622.86,622.9054,622.18,622.48,36970,621.2104
2026-01-14 09:10:00,622.4608,622.59,622.12,622.46,24675,622.3488
2026-01-14 09:15:00,622.5,622.81,622.5,622.5,21800,622.6609
2026-01-14 09:20:00,622.45,622.65,622.36,622.5,14702,622.5145
2026-01-14 09:25:00,622.54,623,622.12,622.23,91409,622.5092
2026-01-14 09:30:00,622.24,623.42,620.53,623.19,2565582.0,621.7701
2026-01-14 09:35:00,623.19,623.45,621.025,621.2,1606965.0,621.9515
2026-01-14 09:40:00,621.21,621.59,619.4399,619.65,1671739.0,620.4359
2026-01-14 09:45:00,619.63,620.65,619.23,620.47,1737709.0,619.8975
2026-01-14 09:50:00,620.46,620.54,619.135,619.595,1802806.0,619.772
2026-01-14 09:55:00,619.59,619.67,618.44,618.52,1517752.0,619.1543
2026-01-14 10:00:00,618.54,618.55,617.25,617.86,2236928.0,617.7616
2026-01-14 10:05:00,617.83,618.69,617.63,618.6,1189809.0,618.1907
2026-01-14 10:10:00,618.59,620.69,617.97,620.63,1898461.0,619.3751
2026-01-14 10:15:00,620.64,621.08,620.19,620.425,1222987.0,620.6104
2026-01-14 10:20:00,620.41,620.98,619.85,620.33,868367,620.39
2026-01-14 10:25:00,620.35,620.52,619.06,619.17,634377,619.8958
2026-01-14 10:30:00,619.15,619.2,618.21,618.69,903307,618.6991
2026-01-14 10:35:00,618.71,619.35,618.42,619.31,761687,618.8287
2026-01-14 10:40:00,619.29,619.66,617.64,617.855,827538,618.6821
2026-01-14 10:45:00,617.85,618.15,615.99,616.07,1633760.0,617.0243
2026-01-14 10:50:00,616.06,616.44,615.75,616.36,1151763.0,616.1175
2026-01-14 10:55:00,616.35,616.8,616.06,616.26,2084471.0,616.4255
2026-01-14 11:00:00,616.26,617.19,616.15,617.19,1088763.0,616.6566
2026-01-14 11:05:00,617.2,617.31,616.27,616.53,950090,616.6528
2026-01-14 11:10:00,616.53,616.77,616.24,616.42,754298,616.4721
2026-01-14 11:15:00,616.4198,616.8,616.21,616.72,659048,616.5402
2026-01-14 11:20:00,616.72,618.07,616.7,617.98,903713,617.4181
2026-01-14 11:25:00,617.99,618.575,617.59,618.31,820579,618.1078
2026-01-14 11:30:00,618.31,618.63,617.7,617.9399,724290,618.1362
