ticker,volume,open,close,high,low,window_start,transactions
QQQ,4573,622.83,622.8,623.0,622.78,1767862800000000000,113
QQQ,3665,622.8,622.9,622.9,622.7,1767862860000000000,68
QQQ,1275,622.83,622.99,623.0,622.83,1767862920000000000,39
QQQ,3227,623.1,623.2,623.2,623.03,1767862980000000000,62
QQQ,757,623.15,623.14,623.15,623.12,1767863040000000000,23
QQQ,3456,623.09,623.06,623.09,623.05,1767863100000000000,48
QQQ,505,622.92,623.0,623.0,622.92,1767863160000000000,18
QQQ,229,623.04,623.04,623.04,623.04,1767863220000000000,7
QQQ,1295,623.0,623.0,623.05,622.97,1767863280000000000,24
QQQ,234,622.91,622.9,622.91,622.9,1767863340000000000,7
QQQ,673,622.98,622.89,622.98,622.89,1767863400000000000,15
QQQ,643,622.86,622.89,622.89,622.85,1767863460000000000,28
QQQ,398,623.02,623.02,623.02,623.02,1767863580000000000,13
QQQ,390,622.9,622.88,622.9,622.88,1767863700000000000,21
QQQ,3810,622.67,622.66,622.71,622.66,1767863760000000000,54
QQQ,956,622.64,622.63,622.68,622.63,1767863820000000000,22
QQQ,1233,622.65,622.46,622.66,622.45,1767863880000000000,56
QQQ,1362,622.54,622.53,622.58,622.51,1767863940000000000,49
QQQ,845,622.52,622.5,622.54,622.5,1767864000000000000,33
QQQ,1270,622.5,622.45,622.5,622.45,1767864060000000000,19
QQQ,759,622.51,622.54,622.54,622.42,1767864120000000000,26
QQQ,740,622.58,622.62,622.62,622.58,1767864180000000000,24
QQQ,2581,622.59,622.73,622.73,622.59,1767864240000000000,45
QQQ,608,622.75,622.79,622.79,622.72,1767864300000000000,11
QQQ,104,622.73,622.73,622.73,622.73,1767864360000000000,4
QQQ,669,622.69,622.61,622.69,622.61,1767864420000000000,18
QQQ,604,622.62,622.65,622.65,622.61,1767864480000000000,19
QQQ,509,622.61,622.6,622.61,622.6,1767864540000000000,14
QQQ,259,622.57,622.5,622.57,622.5,1767864600000000000,21
