ticker,volume,open,close,high,low,window_start,transactions
QQQ,2580,625.1,625.11,625.11,625.05,1768381200000000000,47
QQQ,2064,625.27,625.27,625.27,625.2,1768381260000000000,51
QQQ,398,625.25,625.25,625.25,625.25,1768381320000000000,20
QQQ,2456,625.34,625.27,625.36,625.2,1768381380000000000,34
QQQ,250,625.25,625.23,625.25,625.23,1768381440000000000,7
QQQ,459,625.24,625.27,625.27,625.24,1768381500000000000,11
QQQ,784,625.23,625.36,625.36,625.23,1768381560000000000,27
QQQ,1288,625.39,625.37,625.41,625.36,1768381620000000000,31
QQQ,1187,625.37,625.34,625.37,625.33,1768381680000000000,30
QQQ,589,625.33,625.4,625.4,625.33,1768381740000000000,6
QQQ,1351,625.48,625.59,625.61,625.44,1768381800000000000,39
QQQ,2670,625.59,625.43,625.59,625.42,1768381860000000000,43
QQQ,1662,625.39,625.37,625.4,625.36,1768381920000000000,34
QQQ,3014,625.42,625.44,625.49,625.4,1768381980000000000,51
QQQ,2493,625.46,625.5,625.5,625.46,1768382040000000000,46
QQQ,2517,625.53,625.45,625.53,625.45,1768382100000000000,26
QQQ,1091,625.43,625.51,625.51,625.43,1768382160000000000,25
QQQ,187,625.55,625.55,625.55,625.55,1768382220000000000,5
QQQ,467,625.58,625.55,625.58,625.55,1768382280000000000,6
QQQ,538,625.53,625.52,625.53,625.49,1768382340000000000,23
QQQ,1276,625.5,625.56,625.56,625.5,1768382400000000000,23
QQQ,166,625.58,625.57,625.58,625.57,1768382460000000000,6
QQQ,1656,625.58,625.55,625.6,625.5,1768382520000000000,30
QQQ,398,625.5,625.48,625.5,625.47,1768382580000000000,12
QQQ,534,625.5,625.46,625.5,625.45,1768382640000000000,9
QQQ,195,625.43,625.43,625.43,625.43,1768382700000000000,9
QQQ,447,625.5,625.44,625.51,625.44,1768382760000000000,15
QQQ,2993,625.49,625.32,625.49,625.32,1768382820000000000,55
QQQ,970,625.29,625.2,625.29,625.2,1768382880000000000,31
QQQ,2250,625.28,625.27,625.28,625.24,1768382940000000000,44
QQQ,1151,625.3,625.37,625.37,625.29,1768383000000000000,36
QQQ,935,625.36,625.34,625.36,625.34,1768383060000000000,21
QQQ,732,625.2,625.2,625.2,625.2,1768383120000000000,17
QQQ,219,625.24,625.25,625.25,625.24,1768383180000000000,6
QQQ,115,625.27,625.27,625.27,625.27,1768383240000000000,5
QQQ,172,625.29,625.29,625.29,625.29,1768383300000000000,9
QQQ,1010,625.32,625.29,625.33,625.29,1768383360000000000,24
QQQ,118,625.36,625.36,625.36,625.36,1768383420000000000,8
QQQ,3584,625.32,625.32,625.32,625.11,1768383480000000000,72
QQQ,927,625.29,625.29,625.32,625.29,1768383540000000000,26
QQQ,1130,625.18,625.11,625.18,625.11,1768383600000000000,36
QQQ,826,625.09,625.17,625.17,625.09,1768383660000000000,32
QQQ,508,625.14,625.12,625.14,625.11,1768383720000000000,27
QQQ,3108,625.05,624.98,625.06,624.9,1768383780000000000,103
QQQ,373,624.92,624.92,624.92,624.92,1768383840000000000,18
QQQ,1304,625.04,624.97,625.05,624.96,1768383900000000000,28
QQQ,2088,624.98,624.95,624.98,624.9,1768383960000000000,27
QQQ,343,624.99,625.0,625.0,624.97,1768384020000000000,15
QQQ,1251,624.99,624.96,625.06,624.96,1768384080000000000,25
QQQ,601,624.95,624.91,624.95,624.88,1768384140000000000,22
QQQ,226,624.92,624.92,624.92,624.92,1768384200000000000,11
QQQ,6089,624.92,624.79,624.92,624.75,1768384260000000000,105
QQQ,1182,624.75,624.7,624.75,624.6,1768384320000000000,46
QQQ,4536,624.7,624.87,624.88,624.7,1768384380000000000,52
QQQ,498,624.89,624.95,624.95,624.89,1768384440000000000,15
QQQ,188,624.95,624.95,624.95,624.95,1768384500000000000,7
QQQ,2264,624.99,625.0,625.07,624.97,1768384560000000000,39
QQQ,343,625.01,625.02,625.02,625.01,1768384620000000000,7
QQQ,578,624.98,624.91,624.98,624.91,1768384680000000000,9
QQQ,398,624.97,624.93,624.97,624.93,1768384740000000000,15
QQQ,273,624.95,624.96,624.96,624.95,1768384800000000000,11
QQQ,3295,624.85,624.83,624.85,624.8,1768384860000000000,63
QQQ,53,624.81,624.81,624.81,624.81,1768384920000000000,8
QQQ,3807,624.74,624.76,624.77,624.73,1768384980000000000,61
QQQ,670,624.73,624.74,624.74,624.72,1768385040000000000,19
QQQ,568,624.75,624.73,624.75,624.71,1768385100000000000,14
QQQ,204,624.77,624.77,624.77,624.77,1768385160000000000,3
QQQ,217,624.77,624.8,624.8,624.77,1768385220000000000,6
QQQ,476,624.85,624.86,624.86,624.85,1768385280000000000,15
QQQ,293,624.85,624.86,624.86,624.85,1768385340000000000,15
QQQ,83,624.89,624.89,624.89,624.89,1768385400000000000,4
QQQ,713,624.82,624.86,624.86,624.8,1768385460000000000,23
QQQ,388,624.75,624.7,624.75,624.7,1768385520000000000,22
QQQ,6237,624.59,624.51,624.61,624.44,1768385580000000000,145
QQQ,2672,624.48,624.55,624.55,624.48,1768385640000000000,41
QQQ,2036,624.5,624.3,624.5,624.3,1768385700000000000,63
QQQ,2020,624.29,624.37,624.41,624.29,1768385760000000000,41
QQQ,338,624.35,624.44,624.44,624.35,1768385820000000000,12
QQQ,800,624.44,624.33,624.44,624.33,1768385880000000000,18
QQQ,1673,624.3,624.06,624.3,624.06,1768385940000000000,81
QQQ,6307,624.05,623.99,624.05,623.89,1768386000000000000,143
QQQ,3905,623.96,623.54,624.05,623.54,1768386060000000000,131
QQQ,3829,623.5,623.29,623.5,623.15,1768386120000000000,131
QQQ,9684,623.28,623.02,623.28,622.9,1768386180000000000,240
QQQ,15702,623.0,623.1,623.25,622.94,1768386240000000000,172
QQQ,1543,623.04,623.15,623.15,622.96,1768386300000000000,54
QQQ,2397,623.07,622.97,623.13,622.92,1768386360000000000,61
QQQ,2592,623.02,622.75,623.02,622.7,1768386420000000000,75
QQQ,4253,622.77,622.99,623.04,622.77,1768386480000000000,67
QQQ,2666,623.03,623.01,623.07,623.0,1768386540000000000,45
QQQ,5224,622.9,623.04,623.08,622.89,1768386600000000000,140
QQQ,3784,622.96,622.72,622.96,622.72,1768386660000000000,80
QQQ,1435,622.85,622.92,622.92,622.85,1768386720000000000,30
QQQ,3163,623.0,622.71,623.0,622.71,1768386780000000000,64
QQQ,9360,622.7,622.41,622.7,622.22,1768386840000000000,174
QQQ,2104,622.38,622.39,622.39,622.26,1768386900000000000,65
QQQ,12139,622.36,622.54,622.59,622.33,1768386960000000000,183
QQQ,2944,622.5,622.44,622.61,622.44,1768387020000000000,63
QQQ,2432,622.47,622.58,622.62,622.41,1768387080000000000,34
QQQ,6557,622.61,622.79,622.87,622.61,1768387140000000000,112
QQQ,505,622.83,622.88,622.91,622.83,1768387200000000000,25
QQQ,2516,622.78,622.66,622.84,622.66,1768387260000000000,58
QQQ,9418,622.61,622.67,622.72,622.61,1768387320000000000,86
QQQ,5626,622.6,622.58,622.6,622.55,1768387380000000000,48
QQQ,5511,622.53,622.52,622.61,622.52,1768387440000000000,78
QQQ,3259,622.5,622.5,622.55,622.45,1768387500000000000,73
QQQ,1336,622.42,622.3,622.42,622.3,1768387560000000000,27
QQQ,4616,622.32,622.19,622.32,622.18,1768387620000000000,97
QQQ,3146,622.34,622.46,622.46,622.34,1768387680000000000,52
QQQ,9239,622.41,622.03,622.42,622.01,1768387740000000000,151
QQQ,1260,622.01,622.07,622.13,622.01,1768387800000000000,41
QQQ,3798,622.15,622.2,622.22,622.15,1768387860000000000,32
QQQ,18966,622.15,621.65,622.15,621.6,1768387920000000000,399
QQQ,29876,621.65,621.88,621.88,621.63,1768387980000000000,320
QQQ,19018,621.9,621.89,621.99,621.81,1768388040000000000,146
QQQ,10995,622.0,622.26,622.26,621.99,1768388100000000000,70
QQQ,1151,622.23,622.18,622.29,622.18,1768388160000000000,39
QQQ,1361,622.19,622.26,622.26,622.19,1768388220000000000,50
QQQ,1747,622.34,622.3,622.37,622.3,1768388280000000000,26
QQQ,1481,622.25,622.21,622.25,622.15,1768388340000000000,31
QQQ,594,622.3,622.06,622.3,622.06,1768388400000000000,17
QQQ,3542,622.0,621.81,622.0,621.77,1768388460000000000,121
QQQ,4429,621.84,621.92,621.92,621.84,1768388520000000000,83
QQQ,1565,621.92,621.93,622.01,621.86,1768388580000000000,57
QQQ,7102,621.89,621.87,621.91,621.83,1768388640000000000,122
QQQ,3064,621.9,621.88,621.9,621.79,1768388700000000000,66
QQQ,6341,621.87,621.7,621.9,621.63,1768388760000000000,127
QQQ,1726,621.7,621.77,621.77,621.7,1768388820000000000,39
QQQ,3526,621.75,621.8,621.99,621.72,1768388880000000000,68
QQQ,2513,621.87,622.08,622.11,621.83,1768388940000000000,65
QQQ,1622,621.85,621.91,621.91,621.72,1768389000000000000,76
QQQ,7636,621.92,622.18,622.18,621.91,1768389060000000000,120
QQQ,5213,622.26,622.2,622.26,622.17,1768389120000000000,117
QQQ,2370,622.19,622.19,622.19,622.0,1768389180000000000,68
QQQ,1294,622.18,622.21,622.22,622.16,1768389240000000000,36
