ticker,window_start,open,close,high,low,volume,transactions
QQQ,1772034240000000000,614.52,614.41,614.62,614.29,179045.522621,3686
QQQ,1772034300000000000,614.41,614.595,614.63,614.395,119421.218614,2998
QQQ,1772034360000000000,614.595,614.69,614.78,614.58,146870.125843,3135
QQQ,1772034420000000000,614.69,614.56,614.71,614.38,159405.568274,3068
QQQ,1772034480000000000,614.555,614.54,614.61,614.41,141750.362713,3082
QQQ,1772034540000000000,614.55,614.49,614.59,614.38,123721.499742,2849
QQQ,1772034600000000000,614.51,614.31,614.565,614.25,217877.392284,4196
QQQ,1772034660000000000,614.31,614.409,614.52,614.17,167969.030538,3695
QQQ,1772034720000000000,614.41,614.095,614.48,614.04,145522.032691,3350
QQQ,1772034780000000000,614.09,614.01,614.17,613.91,164637.889191,3820
QQQ,1772034840000000000,614.02,614.06,614.2199,613.89,146386.272192,3272
QQQ,1772034900000000000,614.04,613.74,614.055,613.61,223925.807518,4483
QQQ,1772034960000000000,613.72,613.78,613.95,613.7,136834.64067,3222
QQQ,1772035020000000000,613.76,614.07,614.08,613.71,131728.997043,3013
QQQ,1772035080000000000,614.05,614.1934,614.255,613.925,131499.164332,3000
QQQ,1772035140000000000,614.2,614.335,614.41,614.19,135257.752417,2816
QQQ,1772035200000000000,614.34,614.64,614.66,614.29,142496.340273,3297
QQQ,1772035260000000000,614.65,614.43,614.7,614.19,226939.623516,4489
QQQ,1772035320000000000,614.43,614.24,614.57,614.215,117267.374716,3109
QQQ,1772035380000000000,614.255,614.24,614.51,614.22,97659.273425,2606
QQQ,1772035440000000000,614.24,614.25,614.2755,614.0799,91378.806691,2634
QQQ,1772035500000000000,614.25,614.26,614.3,614.07,103285.530093,2230
QQQ,1772035560000000000,614.27,614.43,614.53,614.23,100312.837403,2560
QQQ,1772035620000000000,614.41,614.525,614.585,614.31,62983.226792,2319
QQQ,1772035680000000000,614.52,614.41,614.55,614.34,67013.886741,2332
QQQ,1772035740000000000,614.41,614.55,614.57,614.34,66688.202564,2259
QQQ,1772035800000000000,614.56,614.47,614.57,614.35,103267.422845,2956
QQQ,1772035860000000000,614.48,614.36,614.545,614.22,119199.163271,2902
QQQ,1772035920000000000,614.35,614.23,614.36,614.1799,95142.806656,2703
QQQ,1772035980000000000,614.228,614.295,614.31,614.19,47027.35567,2212
QQQ,1772036040000000000,614.29,614.44,614.44,614.25,51506.802839,2237
QQQ,1772036100000000000,614.43,614.17,614.47,614.16,49558.312551,2055
QQQ,1772036160000000000,614.15,614.29,614.4201,614.15,73668.398871,2459
QQQ,1772036220000000000,614.29,614.2,614.29,614.05,83575.291077,2440
QQQ,1772036280000000000,614.21,614.13,614.3,614.09,62515.722223,2234
QQQ,1772036340000000000,614.12,614.22,614.2365,614.08,298688.04419,2380
QQQ,1772036400000000000,614.225,614.41,614.54,614.06,81853.433736,2475
QQQ,1772036460000000000,614.4,614.18,614.41,614.12,70566.018861,2293
QQQ,1772036520000000000,614.17,614.23,614.36,614.14,76843.23816,2329
QQQ,1772036580000000000,614.23,614.255,614.33,614.21,75131.955728,2313
QQQ,1772036640000000000,614.26,614.35,614.4799,614.2,91472.909329,2483
QQQ,1772036700000000000,614.34,614.41,614.46,614.275,124420.430372,2217
QQQ,1772036760000000000,614.415,614.45,614.52,614.27,94933.273704,2467
QQQ,1772036820000000000,614.455,614.38,614.54,614.28,133607.462188,2703
QQQ,1772036880000000000,614.39,614.31,614.4399,614.22,53210.628349,2132
QQQ,1772036940000000000,614.34,614.46,614.575,614.32,115974.832412,3021
QQQ,1772037000000000000,614.46,614.6,614.64,614.43,129592.928291,3158
QQQ,1772037060000000000,614.6,614.785,614.79,614.565,144194.178296,3361
QQQ,1772037120000000000,614.79,614.725,614.81,614.6301,91696.842744,2663
QQQ,1772037180000000000,614.725,614.71,614.81,614.68,187342.765053,2991
QQQ,1772037240000000000,614.72,614.45,614.74,614.42,86242.905716,2738
QQQ,1772037300000000000,614.43,614.53,614.66,614.415,64591.506737,2220
QQQ,1772037360000000000,614.52,614.36,614.55,614.3101,101736.631607,2644
QQQ,1772037420000000000,614.37,614.4612,614.54,614.34,82959.518335,2360
QQQ,1772037480000000000,614.45,614.55,614.55,614.37,87341.310472,2309
QQQ,1772037540000000000,614.555,614.775,614.805,614.555,107432.851286,2599
QQQ,1772037600000000000,614.78,614.93,614.94,614.74,130384.657689,3208
QQQ,1772037660000000000,614.92,615.01,615.02,614.9,100840.724284,2751
QQQ,1772037720000000000,615.005,615.085,615.12,614.8601,86755.670988,2530
QQQ,1772037780000000000,615.07,615.06,615.11,615.01,61729.439557,2166
QQQ,1772037840000000000,615.06,614.95,615.09,614.935,56537.904219,2141
QQQ,1772037900000000000,614.96,614.99,615.09,614.96,79634.133949,2289
QQQ,1772037960000000000,614.995,614.995,615.03,614.885,73015.054256,2365
QQQ,1772038020000000000,614.97,614.97,615.02,614.88,82517.565527,2326
QQQ,1772038080000000000,614.97,614.9999,615.21,614.935,77037.04977,2518
QQQ,1772038140000000000,614.9915,615.02,615.05,614.95,59258.417626,2095
QQQ,1772038200000000000,615.02,615,615.09,614.98,52677.595504,1997
QQQ,1772038260000000000,614.99,615.0799,615.09,614.92,56161.010161,2136
QQQ,1772038320000000000,615.08,615.15,615.24,615.03,60909.320857,2038
QQQ,1772038380000000000,615.16,615.2,615.2,615.055,38174.066396,1903
QQQ,1772038440000000000,615.18,615.04,615.21,615.04,67701.244186,2055
QQQ,1772038500000000000,615.05,614.91,615.05,614.89,106509.127225,2877
QQQ,1772038560000000000,614.905,614.91,614.97,614.84,68408.047322,2243
QQQ,1772038620000000000,614.91,614.86,614.92,614.795,96478.399608,2350
QQQ,1772038680000000000,614.87,614.89,614.92,614.82,62076.398453,1957
QQQ,1772038740000000000,614.9,614.87,614.96,614.85,46861.595452,1863
QQQ,1772038800000000000,614.87,614.885,614.92,614.81,74142.505067,2225
QQQ,1772038860000000000,614.88,615.12,615.13,614.865,71886.077305,1362
QQQ,1772038920000000000,615.125,615.2,615.2137,615.07,64989.805416,1046
QQQ,1772038980000000000,615.21,615.15,615.235,615.02,93220.12354,1439
QQQ,1772039040000000000,615.17,615.15,615.19,615.1,52468.532063,1048
QQQ,1772039100000000000,615.16,615.252,615.27,615.13,54680.310249,1229
QQQ,1772039160000000000,615.26,615.29,615.305,615.17,59107.667423,1252
QQQ,1772039220000000000,615.29,615.28,615.31,615.2,46180.604416,1028
QQQ,1772039280000000000,615.26,615.205,615.27,614.73,274484.394724,4183
QQQ,1772039340000000000,615.2,615.12,615.21,615.07,48325.689901,1118
QQQ,1772039400000000000,615.11,615.2,615.22,615.02,62629.389772,1234
QQQ,1772039460000000000,615.19,615.32,615.34,615.19,49787.858575,1223
QQQ,1772039520000000000,615.35,615.345,615.425,615.29,61781.358616,1313
QQQ,1772039580000000000,615.34,615.335,615.46,615.3,49824.548028,1151
QQQ,1772039640000000000,615.33,615.415,615.45,615.315,51812.354968,1051
QQQ,1772039700000000000,615.41,615.315,615.43,615.2801,60081.275205,1198
QQQ,1772039760000000000,615.31,615.3275,615.41,615.23,51449.590954,1246
QQQ,1772039820000000000,615.34,615.34,615.41,615.26,86193.033899,1518
QQQ,1772039880000000000,615.33,615.295,615.37,615.27,65578.979927,1225
QQQ,1772039940000000000,615.3,615.33,615.42,615.295,51248.031358,1144
QQQ,1772040000000000000,615.335,615.27,615.34,615.225,38923.205568,919
QQQ,1772040060000000000,615.28,615.3,615.35,615.255,39812.562261,960
QQQ,1772040120000000000,615.28,615.32,615.41,615.24,38682.847244,1107
QQQ,1772040180000000000,615.315,615.275,615.36,615.25,53082.253905,1105
QQQ,1772040240000000000,615.27,615.34,615.36,615.2001,49297.758506,1054
QQQ,1772040300000000000,615.34,615.36,615.42,615.29,69919.881916,1005
QQQ,1772040360000000000,615.37,615.37,615.37,615.26,46868.581677,1074
QQQ,1772040420000000000,615.37,615.21,615.37,615.2,43625.140373,942
QQQ,1772040480000000000,615.21,615.07,615.24,615.06,69657.720019,1307
QQQ,1772040540000000000,615.06,614.97,615.06,614.93,55991.463842,1128
QQQ,1772040600000000000,614.97,615,615,614.82,99981.895745,1813
QQQ,1772040660000000000,614.9999,615,615.16,614.985,59961.285027,1250
QQQ,1772040720000000000,615.01,615.05,615.07,614.92,51024.139594,1078
QQQ,1772040780000000000,615.05,615.03,615.1,615.0059,38056.185672,958
QQQ,1772040840000000000,615.02,614.98,615.0501,614.97,42417.598393,1088
QQQ,1772040900000000000,614.975,615.12,615.18,614.975,62193.257545,1208
QQQ,1772040960000000000,615.115,615.08,615.14,615.05,38569.099623,1035
QQQ,1772041020000000000,615.08,615.21,615.3,615.02,72953.490703,1739
QQQ,1772041080000000000,615.21,615.16,615.25,615.1463,51292.047884,1062
QQQ,1772041140000000000,615.16,615.21,615.27,615.15,44021.522629,1022
QQQ,1772041200000000000,615.21,615.18,615.28,615.16,44139.341667,1126
QQQ,1772041260000000000,615.19,615.34,615.3775,615.165,61105.350792,1191
QQQ,1772041320000000000,615.34,615.378,615.3803,615.305,52567.942607,1112
QQQ,1772041380000000000,615.38,615.37,615.44,615.31,56036.97866,1020
QQQ,1772041440000000000,615.37,615.2801,615.38,615.23,52638.904227,1342
QQQ,1772041500000000000,615.285,615.31,615.37,615.21,191652.962936,1762
QQQ,1772041560000000000,615.31,615.46,615.48,615.31,74537.097754,1228
QQQ,1772041620000000000,615.46,615.52,615.55,615.44,72931.504523,1622
QQQ,1772041680000000000,615.52,615.35,615.54,615.35,64245.288702,1306
QQQ,1772041740000000000,615.352,615.38,615.39,615.32,649824.138543,970
QQQ,1772041800000000000,615.37,615.5201,615.55,615.36,77571.925728,1465
QQQ,1772041860000000000,615.52,615.52,615.63,615.475,81368.716557,1437
QQQ,1772041920000000000,615.505,615.55,615.56,615.45,46580.060178,1000
QQQ,1772041980000000000,615.545,615.62,615.65,615.53,74910.750599,1237
QQQ,1772042040000000000,615.61,615.61,615.7,615.56,64702.663519,1030
QQQ,1772042100000000000,615.62,615.53,615.66,615.5,44090.314452,897
QQQ,1772042160000000000,615.53,615.66,615.67,615.53,43193.91024,919
QQQ,1772042220000000000,615.65,615.71,615.735,615.63,52086.775338,940
QQQ,1772042280000000000,615.705,615.71,615.75,615.64,52201.203653,949
QQQ,1772042340000000000,615.71,615.72,615.78,615.69,52058.567607,1034
QQQ,1772042400000000000,615.74,615.7316,615.78,615.72,80027.098563,1022
QQQ,1772042460000000000,615.73,615.78,615.83,615.71,63880.837692,979
QQQ,1772042520000000000,615.79,615.73,615.81,615.7,51155.796037,831
QQQ,1772042580000000000,615.705,615.74,615.77,615.68,44773.234398,842
QQQ,1772042640000000000,615.74,615.61,615.74,615.56,60684.803481,1039
QQQ,1772042700000000000,615.62,615.58,615.635,615.5497,69321.647654,1041
QQQ,1772042760000000000,615.59,615.5,615.6,615.47,98508.167331,1425
QQQ,1772042820000000000,615.5,615.534,615.56,615.48,44706.193826,905
QQQ,1772042880000000000,615.54,615.54,615.58,615.51,49562.347255,981
QQQ,1772042940000000000,615.54,615.61,615.615,615.495,49590.955634,925
QQQ,1772043000000000000,615.6,615.68,615.7,615.58,64921.249566,1122
QQQ,1772043060000000000,615.67,615.74,615.81,615.67,73217.805535,1203
QQQ,1772043120000000000,615.735,615.65,615.74,615.58,59161.8235,1030
QQQ,1772043180000000000,615.64,615.595,615.65,615.57,42650.185472,952
QQQ,1772043240000000000,615.6,615.56,615.61,615.55,48437.401761,862
QQQ,1772043300000000000,615.553,615.5401,615.58,615.42,87519.507505,1429
QQQ,1772043360000000000,615.56,615.47,615.57,615.42,40851.614862,811
QQQ,1772043420000000000,615.47,615.395,615.49,615.35,72892.310066,1062
QQQ,1772043480000000000,615.388,615.425,615.4999,615.37,41902.638264,946
QQQ,1772043540000000000,615.425,615.435,615.47,615.38,36375.21958,906
QQQ,1772043600000000000,615.44,615.42,615.46,615.39,28710.075548,836
QQQ,1772043660000000000,615.42,615.4208,615.51,615.39,46177.062531,1020
QQQ,1772043720000000000,615.43,615.46,615.51,615.385,46361.281087,863
QQQ,1772043780000000000,615.46,615.4637,615.52,615.45,57322.538033,1034
QQQ,1772043840000000000,615.465,615.4,615.49,615.375,62089.786174,1128
QQQ,1772043900000000000,615.39,615.47,615.47,615.385,49643.947869,918
QQQ,1772043960000000000,615.46,615.495,615.52,615.405,41235.541601,693
QQQ,1772044020000000000,615.495,615.425,615.5,615.425,37262.759109,663
QQQ,1772044080000000000,615.42,615.45,615.475,615.395,47140.761204,809
QQQ,1772044140000000000,615.46,615.415,615.47,615.37,35302.010549,677
QQQ,1772044200000000000,615.42,615.39,615.47,615.38,59131.599944,1262
QQQ,1772044260000000000,615.38,615.39,615.44,615.36,38734.356238,871
QQQ,1772044320000000000,615.4,615.36,615.405,615.3003,55077.529227,1004
QQQ,1772044380000000000,615.36,615.42,615.42,615.325,64520.159847,903
QQQ,1772044440000000000,615.43,615.4,615.43,615.36,38519.022167,777
QQQ,1772044500000000000,615.41,615.385,615.45,615.33,41140.442507,847
QQQ,1772044560000000000,615.39,615.42,615.42,615.325,48759.542251,869
QQQ,1772044620000000000,615.44,615.4,615.44,615.38,46628.435283,791
QQQ,1772044680000000000,615.4,615.42,615.43,615.39,41848.94821,873
QQQ,1772044740000000000,615.42,615.475,615.49,615.42,59493.83623,857
QQQ,1772044800000000000,615.475,615.515,615.59,615.465,96963.814768,1560
QQQ,1772044860000000000,615.51,615.66,615.66,615.49,73163.428922,1082
QQQ,1772044920000000000,615.6601,615.71,615.71,615.63,53139.933078,1038
QQQ,1772044980000000000,615.7,615.69,615.71,615.6334,89545.93268,1356
QQQ,1772045040000000000,615.685,615.705,615.79,615.6703,94064.334292,1460
QQQ,1772045100000000000,615.705,615.705,615.77,615.705,63454.427427,936
QQQ,1772045160000000000,615.71,615.6901,615.75,615.655,53273.283563,838
QQQ,1772045220000000000,615.7,615.71,615.74,615.685,41209.268599,744
QQQ,1772045280000000000,615.72,615.67,615.78,615.64,63638.426862,1022
QQQ,1772045340000000000,615.68,615.77,615.77,615.67,35991.79652,631
QQQ,1772045400000000000,615.75,615.71,615.82,615.705,65526.385055,744
QQQ,1772045460000000000,615.71,615.73,615.77,615.67,36891.024924,534
QQQ,1772045520000000000,615.73,615.765,615.79,615.7,26862.067767,515
QQQ,1772045580000000000,615.765,615.75,615.82,615.72,44059.900852,727
QQQ,1772045640000000000,615.755,615.79,615.79,615.72,33216.380305,600
QQQ,1772045700000000000,615.795,615.765,615.795,615.73,36392.74333,615
QQQ,1772045760000000000,615.77,615.725,615.8,615.715,28591.803061,628
QQQ,1772045820000000000,615.73,615.7,615.77,615.68,40697.922636,824
QQQ,1772045880000000000,615.7,615.725,615.725,615.655,32463.332961,574
QQQ,1772045940000000000,615.72,615.71,615.75,615.69,47318.434139,743
QQQ,1772046000000000000,615.7,615.77,615.8,615.685,77144.228175,1042
QQQ,1772046060000000000,615.75,615.84,615.85,615.74,76497.08462,880
QQQ,1772046120000000000,615.84,615.96,616.16,615.83,355773.264814,3470
QQQ,1772046180000000000,615.96,615.99,616.0407,615.9,73529.182315,1385
QQQ,1772046240000000000,615.99,616.01,616.03,615.94,147984.518219,1260
QQQ,1772046300000000000,616.01,616.115,616.115,615.94,56952.630708,879
QQQ,1772046360000000000,616.12,616.14,616.16,616.09,48454.956788,846
QQQ,1772046420000000000,616.15,616.1975,616.26,616.115,170883.429298,1468
QQQ,1772046480000000000,616.19,616.15,616.23,616.125,53064.697511,845
QQQ,1772046540000000000,616.155,616.16,616.18,616.115,54252.075463,866
QQQ,1772046600000000000,616.15,616.1,616.2,616.09,59074.507866,989
QQQ,1772046660000000000,616.105,616.015,616.12,615.97,78316.503676,981
QQQ,1772046720000000000,616.02,616.05,616.11,616.01,63985.260607,669
QQQ,1772046780000000000,616.05,616.08,616.105,616.0201,49412.788083,775
QQQ,1772046840000000000,616.075,616.075,616.13,616.04,33449.019292,588
QQQ,1772046900000000000,616.07,616.11,616.12,616.0299,40014.388857,651
QQQ,1772046960000000000,616.11,616.12,616.14,616.03,56768.661035,814
QQQ,1772047020000000000,616.115,616.16,616.18,616.065,59841.143536,807
QQQ,1772047080000000000,616.1637,616.3197,616.355,616.16,93227.120761,1260
QQQ,1772047140000000000,616.31,616.315,616.34,616.29,37936.42703,752
QQQ,1772047200000000000,616.32,616.27,616.34,616.26,71885.779269,1108
QQQ,1772047260000000000,616.265,616.25,616.295,616.21,40215.632328,804
QQQ,1772047320000000000,616.245,616.11,616.25,616.07,83276.712891,1067
QQQ,1772047380000000000,616.1,616.14,616.16,616.095,33250.778003,629
QQQ,1772047440000000000,616.15,616.17,616.23,616.1337,37285.302976,682
QQQ,1772047500000000000,616.17,616.195,616.22,616.11,42014.886281,673
QQQ,1772047560000000000,616.195,616.2,616.26,616.19,45640.574054,683
QQQ,1772047620000000000,616.2,616.22,616.23,616.16,48562.182838,713
QQQ,1772047680000000000,616.21,616.29,616.32,616.21,142138.862813,782
QQQ,1772047740000000000,616.28,616.185,616.3,616.155,65450.239585,985
QQQ,1772047800000000000,616.18,616.295,616.32,616.17,70661.689132,1077
QQQ,1772047860000000000,616.295,616.275,616.36,616.265,81333.701301,1048
QQQ,1772047920000000000,616.28,616.27,616.31,616.21,71040.695459,1049
QQQ,1772047980000000000,616.26,616.21,616.28,616.2,56299.907451,875
QQQ,1772048040000000000,616.22,616.2601,616.3,616.195,52268.331915,960
QQQ,1772048100000000000,616.26,616.29,616.29,616.19,82248.993464,1238
QQQ,1772048160000000000,616.29,616.265,616.31,616.24,404775.475564,1047
QQQ,1772048220000000000,616.27,616.31,616.3399,616.25,61183.565677,1072
QQQ,1772048280000000000,616.305,616.2701,616.315,616.265,59062.623363,821
QQQ,1772048340000000000,616.275,616.24,616.3,616.22,49244.465381,966
QQQ,1772048400000000000,616.23,616.275,616.32,616.22,70909.457679,1000
QQQ,1772048460000000000,616.2702,616.15,616.28,616.08,158741.564931,1585
QQQ,1772048520000000000,616.15,616.16,616.235,616.12,34977.75568,717
QQQ,1772048580000000000,616.15,616.165,616.19,616.145,34329.844293,630
QQQ,1772048640000000000,616.165,616.075,616.195,616.06,44138.525696,814
QQQ,1772048700000000000,616.09,616.0859,616.125,616.04,79822.322052,1212
QQQ,1772048760000000000,616.09,616.19,616.21,616.09,105709.614995,898
QQQ,1772048820000000000,616.195,616.17,616.22,616.16,53721.499786,952
QQQ,1772048880000000000,616.16,616.24,616.24,616.13,79422.102067,1006
QQQ,1772048940000000000,616.24,616.23,616.29,616.1988,55884.219979,828
QQQ,1772049000000000000,616.23,616.225,616.27,616.175,57659.924635,955
QQQ,1772049060000000000,616.225,616.18,616.23,616.13,35956.890352,734
QQQ,1772049120000000000,616.18,616.165,616.22,616.15,29230.496395,662
QQQ,1772049180000000000,616.16,616.1901,616.24,616.13,46161.296708,899
QQQ,1772049240000000000,616.19,616.26,616.31,616.17,112805.622891,919
QQQ,1772049300000000000,616.26,616.26,616.29,616.23,56671.394775,773
QQQ,1772049360000000000,616.2459,616.26,616.27,616.21,42778.809869,780
QQQ,1772049420000000000,616.235,616.24,616.26,616.21,72478.705735,689
QQQ,1772049480000000000,616.23,616.23,616.25,616.19,34655.073557,762
QQQ,1772049540000000000,616.23,616.13,616.23,616.11,46648.407395,818
QQQ,1772049600000000000,616.13,616.18,616.2,616.08,61015.821505,1023
QQQ,1772049660000000000,616.19,616.2,616.23,616.1655,52712.956956,824
QQQ,1772049720000000000,616.2,616.19,616.24,616.14,65076.436123,991
QQQ,1772049780000000000,616.19,616.12,616.19,616.05,51381.317167,962
QQQ,1772049840000000000,616.12,616.13,616.14,616.0601,37003.591036,732
QQQ,1772049900000000000,616.13,616.14,616.19,616.13,38218.436996,730
QQQ,1772049960000000000,616.15,616.1,616.15,616.06,56171.562539,948
QQQ,1772050020000000000,616.1,616.26,616.27,616.05,90969.281853,1391
QQQ,1772050080000000000,616.27,616.3,616.32,616.24,62479.665416,1189
QQQ,1772050140000000000,616.3,616.285,616.315,616.25,107052.32317,1140
QQQ,1772050200000000000,616.285,616.26,616.29,616.18,52594.107871,1047
QQQ,1772050260000000000,616.265,616.22,616.27,616.19,63193.858341,1051
QQQ,1772050320000000000,616.22,616.2,616.24,616.12,49679.558476,1029
QQQ,1772050380000000000,616.2,616.205,616.23,616.13,80974.585275,1301
QQQ,1772050440000000000,616.2,616.205,616.21,616.15,52192.442403,888
QQQ,1772050500000000000,616.205,616.125,616.24,616.11,60614.334523,1068
QQQ,1772050560000000000,616.13,616.22,616.24,616.12,58347.629686,1106
QQQ,1772050620000000000,616.22,616.22,616.24,616.14,101758.170151,1401
QQQ,1772050680000000000,616.22,616.265,616.28,616.2,148884.420149,1608
QQQ,1772050740000000000,616.265,616.24,616.27,616.2,80995.578682,1189
QQQ,1772050800000000000,616.24,616.145,616.25,616.13,71009.232952,1136
QQQ,1772050860000000000,616.15,616.17,616.2,616.1,83001.409205,1273
QQQ,1772050920000000000,616.165,616.07,616.2,616.06,68497.985449,1110
QQQ,1772050980000000000,616.06,616.06,616.08,615.935,134685.181947,1934
QQQ,1772051040000000000,616.06,616.025,616.09,616.0201,537871.461677,1253
QQQ,1772051100000000000,616.025,616.14,616.16,616,189173.473336,1356
QQQ,1772051160000000000,616.14,616.095,616.16,616.06,85170.684075,1309
QQQ,1772051220000000000,616.09,616.205,616.2066,616.09,548494.91545,1550
QQQ,1772051280000000000,616.2037,616.21,616.28,616.17,134914.194329,1850
QQQ,1772051340000000000,616.21,616.11,616.24,616.1,99551.721495,1452
QQQ,1772051400000000000,616.11,615.96,616.12,615.9,216718.150581,2574
QQQ,1772051460000000000,615.96,615.76,615.99,615.76,155753.835155,1934
QQQ,1772051520000000000,615.76,615.945,615.98,615.75,120691.248735,1632
QQQ,1772051580000000000,615.945,615.925,616.0642,615.88,155785.81868,1957
QQQ,1772051640000000000,615.925,615.89,615.97,615.855,172731.389365,1763
QQQ,1772051700000000000,615.88,615.95,615.9599,615.82,213945.127309,2493
QQQ,1772051760000000000,615.945,615.945,615.98,615.885,90985.448227,1330
QQQ,1772051820000000000,615.945,615.99,616.04,615.93,133661.178234,1673
QQQ,1772051880000000000,616,616.155,616.19,615.98,157885.542103,2090
QQQ,1772051940000000000,616.165,616.2705,616.33,616.1405,113569.020246,1617
QQQ,1772052000000000000,616.27,616.28,616.31,616.205,112716.648545,1489
QQQ,1772052060000000000,616.28,616.43,616.47,616.27,188729.909512,2440
QQQ,1772052120000000000,616.425,616.32,616.43,616.265,185660.370251,2200
QQQ,1772052180000000000,616.325,616.3311,616.36,616.27,70614.175095,1043
QQQ,1772052240000000000,616.33,616.3,616.34,616.27,142718.234948,1522
QQQ,1772052300000000000,616.3,616.385,616.4,616.23,263473.512813,1741
QQQ,1772052360000000000,616.385,616.4328,616.45,616.325,239340.046916,1892
QQQ,1772052420000000000,616.44,616.54,616.56,616.4,195407.205069,2820
QQQ,1772052480000000000,616.55,616.6,616.62,616.52,284070.533283,2421
QQQ,1772052540000000000,616.6,616.47,616.6,616.46,139149.768626,2224
QQQ,1772052600000000000,616.47,616.65,616.83,616.18,598484.954901,6855
QQQ,1772052660000000000,616.66,616.615,616.7,616.525,153626.008877,2776
QQQ,1772052720000000000,616.62,616.56,616.73,616.56,194029.961779,3008
QQQ,1772052780000000000,616.57,616.49,616.58,616.39,312357.763213,4440
QQQ,1772052840000000000,616.49,616.61,616.65,616.425,525973.538611,5152
QQQ,1772052900000000000,616.62,616.47,616.64,616.31,562517.879027,6315
QQQ,1772052960000000000,616.46,616.4,616.52,616.31,617833.397985,4316
QQQ,1772053020000000000,616.405,616.4,616.5,616.35,322910.207595,4243
QQQ,1772053080000000000,616.4,616.3,616.42,616.26,522897.727652,5411
QQQ,1772053140000000000,616.3,616.52,616.59,616.29,1309279.750089,12995
QQQ,1772053200000000000,616.55,616.45,616.68,616.4,116932.351847,375
QQQ,1772053260000000000,616.51,616.25,616.54,616.25,154311.302491,197
QQQ,1772053320000000000,616.31,616.27,616.36,616.25,52026.311982,285
QQQ,1772053380000000000,616.27,616.5,616.5,616.25,23886.293244,182
QQQ,1772053440000000000,616.57,616.55,616.74,616.5,20418.806907,151
QQQ,1772053500000000000,616.5006,616.71,616.78,616.5006,39566.652244,387
QQQ,1772053560000000000,616.73,616.86,616.9,616.6872,14569.429013,135
QQQ,1772053620000000000,616.86,616.91,617,616.85,22481.248256,272
QQQ,1772053680000000000,616.92,616.84,617.03,616.84,27385.406689,106
QQQ,1772053740000000000,616.83,616.94,616.97,616.8105,4275.29014,72
QQQ,1772053800000000000,616.88,616.76,616.89,616.74,9905.871681,80
QQQ,1772053860000000000,616.78,616.65,616.78,616.63,15729.590266,102
QQQ,1772053920000000000,616.65,616.75,616.78,616.6385,26127.739517,74
QQQ,1772053980000000000,616.75,616.81,616.89,616.7,49792.77046,191
QQQ,1772054040000000000,616.85,616.69,616.85,616.63,550389.556126,220
QQQ,1772054100000000000,616.69,616.73,616.78,616.69,60111.767179,94
QQQ,1772054160000000000,616.7759,616.895,616.9,616.7759,2539.769836,46
QQQ,1772054220000000000,616.83,616.6,616.85,616.6,5961.788232,78
QQQ,1772054280000000000,616.59,616.56,616.68,616.55,4129.017126,70
QQQ,1772054340000000000,616.58,616.6,616.6,616.48,6436.651322,70
QQQ,1772054400000000000,616.6,616.51,616.61,616.31,2071.168125,70
QQQ,1772054460000000000,616.2499,616.63,616.63,616.2499,1847.289354,56
QQQ,1772054520000000000,616.65,616.55,616.74,616.55,634.578179,34
QQQ,1772054580000000000,616.55,616.6927,616.6927,616.52,1050.565011,41
QQQ,1772054640000000000,616.75,616.5,616.75,616.4785,826.840838,30
QQQ,1772054700000000000,616.32,616.7,616.7,616.25,4924.655283,74
QQQ,1772054760000000000,616.58,616.9777,617.25,616.58,10298.345321,150
QQQ,1772054820000000000,616.99,616.75,616.99,616.65,1136.503504,24
QQQ,1772054880000000000,616.72,616.64,616.72,616.56,1769.187069,53
QQQ,1772054940000000000,616.9,616.88,616.9,616.3342,3735.643715,54
QQQ,1772055000000000000,616.68,616.68,616.68,616.68,164.181386,25
QQQ,1772055060000000000,616.7812,617.71,619.2,616.65,175023.368189,2556
QQQ,1772055120000000000,617.7,617.67,618.18,617.36,210842.111621,1468
QQQ,1772055180000000000,617.61,618.27,618.27,617.5892,36157.273236,353
QQQ,1772055240000000000,618.04,618.6901,618.74,617.91,92278.562556,673
QQQ,1772055300000000000,618.65,618.97,619.19,618.6,70324.130499,699
QQQ,1772055360000000000,618.97,618.39,618.97,618.19,80319.186481,723
QQQ,1772055420000000000,618.38,618.72,618.882,618.35,23587.95135,294
QQQ,1772055480000000000,618.89,618.89,618.89,618.48,34000.90977,264
QQQ,1772055540000000000,618.8,618.94,619,618.74,43226.85678,338
