datetime,open,high,low,close,volume,vwap
2026-01-16,9.84,9.84,8.29,8.29,25,8.7956
2026-01-20,3.1,3.7,0.79,0.92,39479,2.4077
2026-01-21,0.64,6.24,0.05,3.14,202383,1.017
