datetime,open,high,low,close,volume,vwap
2026-01-15,0.33,0.55,0.25,0.41,1943,0.3743
2026-01-16,0.19,0.45,0.15,0.18,2045,0.2352
2026-01-20,1.21,1.22,0.24,0.75,26326,0.7831
2026-01-21,0.32,0.41,0.01,0.01,23099,0.157
