datetime,open,high,low,close,volume,vwap
2026-01-28,2.12,3.03,1.85,1.85,794,2.3904
2026-01-29,1.79,8.36,1.76,2.27,6494,4.3517
2026-01-30,3.08,6.4,1.9,4.65,28590,3.6482
2026-02-02,5.79,5.79,0.01,0.01,109223,0.7153
